title,company,location,latitude,longitude,description,salary_min,salary_max,redirect_url,created,search_query,search_location,source,date_downloaded,job_level,min_outlier,max_outlier
Financial Advisor,Premier Jobs UK Limited,EC2A2EW,51.52106,-0.080057,"Our client is a fintech business looking to recruit home-based, employed Financial Advisors to join their exciting business, disrupting the UK financial planning market. As a business they are proud advocates of utilising their smart, proprietary technology; their B-Corp status and their mission to provide affordable financial planning to clients. The business is thriving having successfully achieved seed funding with the technology in place and... ",35000.0,100000.0,https://www.reed.co.uk/jobs/financial-advisor/54699855,24/03/2025,data science,remote,reed,2025-04-22 18:37:14,Unknown,False,True
Senior QA Engineer - MedTech,Zest Business Group,Hemel Hempstead,51.7511784,-0.472528,"Zest Scientific is partnering with a leading European HealthTech to identify a Senior QA Engineer. This is a unique opportunity to join a fast-growing MedTech business at the forefront of AI-driven innovation, enhancing diagnostic accuracy, advancing treatment pathways, and improving clinical outcomes. As part of the Quality &amp; Compliance team, you will play a pivotal role in shaping the quality strategy for cutting-edge medical device softwa... ",80000.0,100000.0,https://www.reed.co.uk/jobs/senior-qa-engineer-medtech/54708409,25/03/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,False,True
Fashion Partnerships Manager,Rise Technical Recruitment Limited,London,51.5074456,-0.1277653,"Fashion Partnerships Manager Europe Remote (with travel) 80,000 to 120,000 Flexible working hours Excellent opportunity for an experienced Partnership Manager, who has a passion for the Fashion industry and ambition to build a new market. The company is an American based fast growing, innovative AI technology company, who are building a new product focusing on transforming the ecommerce and fashion industry. Their mission is to create a cutting-... ",80000.0,120000.0,https://www.reed.co.uk/jobs/fashion-partnerships-manager/54717041,26/03/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,False,True
Head of Engineering,SF Recruitment ,B12JT,52.477483,-1.910542,"Head of Engineering with full stack JavaScript development (Typescript, React, express) and cloud native architecture and service design skills is sought by a market leading SaaS start up based in the UK (hubs in London, Birmingham &amp; Manchester). With recent investment this Head of Engineering will be tasked with taking the product into production and scaling functionality quickly in line with strong client demand. As such operating as a Lea... ",100000.0,120000.0,https://www.reed.co.uk/jobs/head-of-engineering/54661070,17/03/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,True
Geometric Modeling Engine Architect,Page Group,Germany,51.1638175,10.4478313,"This role involves designing and optimising the system architecture of a geometric modelling engine, tackling key technical problems, and guiding project development. Candidates should have a master's degree, over 10 years of experience in geometric modelling, and strong teamwork and management skills Client Details The company aspires to become a game changer in engineering design by developing a next-generation CAD/CAM/CAE product suite that e... ",200000.0,300000.0,https://www.reed.co.uk/jobs/geometric-modeling-engine-architect/54753941,01/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,True
Solutions Architect - Remote + Occasional London or South,Zenzo Digital,EC1A1BB,51.524502,-0.112088,"Our client is an International Fund Administration and Corporate Services business. To support growth, they are seeking an experienced Solutions Architect. The Solutions Architect proactively and holistically leads and supports EA activities that guide the development and management of a portfolio of solutions. Solutions include projects, systems (including applications, technologies, processes, and information), shared infrastructure services a... ",100000.0,110000.0,https://www.reed.co.uk/jobs/solutions-architect-remote--occasional-london-or-south/54848955,15/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,True
Senior Backend Developer,Walsh Employment,W1B1PX,51.519308,-0.145052,"Senior Backend Developer Location: London - Hybrid (Remote &amp; Office-Based) Salary: 90-100K Excellent Benefits Package Our client is a fast-growing, technology-driven company that facilitates connections between users and property owners across hundreds of cities worldwide. Their online platform streamlines the process of finding and booking accommodations, offering a diverse range of options tailored to different needs. We are now seeking a ... ",90000.0,100000.0,https://www.reed.co.uk/jobs/senior-backend-developer/54673306,19/03/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,True
Account Executive,Walsh Employment,Frankfurt,50.1106444,8.6820917,"Account Executive Location: Frankfurt, Germany - hybrid role working from home 2 days per week. Salary: €75-85K base with €150-170K OTE plus excellent benefits package. Our client is a global technology company leading the way in continuous testing and quality engineering . Their AI-powered platform offers a fully automated, codeless solution for enterprise software testing, helping organisations accelerate digital transformation by improving re... ",150000.0,170000.0,https://www.reed.co.uk/jobs/account-executive/54745996,31/03/2025,data science,remote,reed,2025-04-22 18:37:14,Unknown,True,True
Risk Business Analyst Team Lead,INTEC SELECT LIMITED,EC3N2EX,51.512554,-0.076884,"Risk Business Analyst Team Lead – Financial Services – Up to 110k – City of London - Hybrid Overview: We are currently partnered with one of the world’s leading financial institutions who are seeking an experienced Risk Business Analyst Team Lead to join their Technology Innovation Management team. This is a high-impact role where you will be accountable for overseeing the Risk portfolio, leading a team of consultants and permanent staff, and en... ",100000.0,110000.0,https://www.reed.co.uk/jobs/risk-business-analyst-team-lead/54642846,13/03/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,True
Head of Software Node/React apps Midlands/Remote £90k,Akkodis,Nottinghamshire,53.1459288,-1.0214971,"It's a super busy and exciting time for my client. Their flagship product is doing incredibly well within its industry, with over 500 customers utilising it. But what I love about it, is that they haven't even scratched the surface of where they intend to take it. It is continuously evolving as a platform, as they anticipate the delivery of an exciting multi-year road-map and continue to on-board new customers. Their CTO feels it is the exactly ... ",90000.0,100000.0,https://www.reed.co.uk/jobs/head-of-software-node-react-apps-midlands-remote-90k/54873819,22/04/2025,data science,remote,reed,2025-04-22 18:37:14,Senior,True,True
"Geoscience Software Engineer C++, Masters or PhD",Hays Specialist Recruitment Limited,Guildford,51.2356068,-0.5732063,"Geoscience Software Engineer (C /Qt, Masters or PhD) Guildford, Surrey (On-site) 65000 - 120,000 25% Bonus, 10% Pension, Private Medical. - A Masters or PhD Degree in Geology, Physics, Mathematics, Science or Computing. - Can work full-time, 5 days a week in Guildford in the office. Your new company This leading Software provider are looking to bolster their engineering team with an experienced Geological Software Engineer. You will be working f... ",65000.0,120000.0,https://www.reed.co.uk/jobs/geoscience-software-engineer-c-masters-or-phd/54837126,14/04/2025,GIS,England,reed,2025-04-22 18:37:15,Mid-level,False,True
Business Data Analyst,McGregor Boyall Associates Limited,"Belfast, Northern Ireland",54.5975804,-5.9277097,"Business Data Analyst Belfast We are currently seeking an experienced Business Analyst & Data Specialist to join a high-profile Front Office Risk & Control function within a globally recognised financial institution. This role offers the opportunity to contribute to the enhancement of booking controls across a full spectrum of traded products, ensuring the accuracy, integrity and risk alignment of front-office trade activity. Key Details Start Date: ASAP Duration: Until 31/12/2025 Location: Bel…",130000.0,156000.0,https://www.adzuna.co.uk/jobs/land/ad/5145908431?se=gMWVgaAf8BGLlGhaRHcHCQ&utm_medium=api&utm_source=9b195f40&v=70F41D3F770A17BC7FDB6D4F83FA6B91C8906C00,2025-04-15T17:55:37Z,data analyst,Northern Ireland,adzuna,2025-04-22 18:37:31,Senior,True,True
Business Data Analyst,McGregor Boyall,"County Antrim, Northern Ireland",54.8647255,-6.1436379,"Business Data Analyst Belfast We are currently seeking an experienced Business Analyst & Data Specialist to join a high-profile Front Office Risk & Control function within a globally recognised financial institution. This role offers the opportunity to contribute to the enhancement of booking controls across a full spectrum of traded products, ensuring the accuracy, integrity and risk alignment of front-office trade activity. Key Details Start Date: ASAP Duration: Until 31/12/2025 Location: Bel…",130000.0,156000.0,https://www.adzuna.co.uk/jobs/details/5146275740?utm_medium=api&utm_source=9b195f40,2025-04-15T19:30:41Z,data analyst,Northern Ireland,adzuna,2025-04-22 18:37:31,Senior,True,True
Business Data Analyst,McGregor Boyall,"County Antrim, Northern Ireland",54.8647255,-6.1436379,"Business Data AnalystBelfast We are currently seeking an experienced Business Analyst & Data Specialist to join a high-profile Front Office Risk & Control function within a globally recognised financial institution. This role offers the opportunity to contribute to the enhancement of booking controls across a full spectrum of traded products, ensuring the accuracy, integrity and risk alignment of front-office trade activity. Key Details Start Date: ASAP Duration: Until 31/12/2025 Location: Belf…",130000.0,156000.0,https://www.adzuna.co.uk/jobs/details/5145889008?utm_medium=api&utm_source=9b195f40,2025-04-15T17:08:08Z,data analyst,Northern Ireland,adzuna,2025-04-22 18:37:31,Senior,True,True
SQL Data Analyst,HAYS Specialist Recruitment,"Belfast, Northern Ireland",54.5975804,-5.9277097,"This role is to assist with the delivery of data management for supervisory and Transaction Monitoring Controls across markets, responsible for the ongoing monitoring and governance of data quality across alerts from multiple platforms to ensure that controls are effective. The data quality process includes Critical Data Element (CDE) identification, creation of appropriate data quality rules, quarterly monitoring of the rules to agreed thresholds and reporting control effectiveness results wit…",127185.0,127185.0,https://www.adzuna.co.uk/jobs/details/5111824995?utm_medium=api&utm_source=9b195f40,2025-03-26T05:53:02Z,data analyst,Northern Ireland,adzuna,2025-04-22 18:37:31,Mid-level,True,True
Investment Banking Controls BA/Data Analyst Belfast £600/day,Adecco,"County Antrim, Northern Ireland",54.8647255,-6.1436379,Banking - Booking Controls BA/Data Analyst | Running Python Scripts | Tableau / Power BI Building Reporting Capabilities | Writing BRDs | Markets Controls | £600/day | Inside IR35 | Belfast| (Hybrid working 3 days in the office in Belfast per week) | This is inside IR35 - so you will be working through an Umbrella company | Initial contract period is 6 months. Our client (a Global Bank) has a requirement for an experienced Booking Controls BA/Data Analyst with Python and Tableau/PowerBI Skills …,156000.0,156000.0,https://www.adzuna.co.uk/jobs/details/5145954785?utm_medium=api&utm_source=9b195f40,2025-04-15T18:27:51Z,data analyst,Northern Ireland,adzuna,2025-04-22 18:37:31,Mid-level,True,True
Project Manager/Business Analyst - Data,Adecco,"County Antrim, Northern Ireland",54.8647255,-6.1436379,"Project Manager/Business Analyst - Data Daily Rate: £350 - £400 (inside IR35 via umbrella) Client End Date: December 31, 2025 Location: BELFAST - HYBRID WORKING - 3 DAYS ONSITE About Us: Join our client, a leading organisation in the financial sector, as they embark on their Markets Transformation initiative. This programme is seeking a skilled Project Manager/Business Analyst to help drive this critical work forward. Role Overview: As a Senior Project Manager/Business Analyst, you will play a …",91000.0,104000.0,https://www.adzuna.co.uk/jobs/land/ad/5111458307?se=gMWVgaAf8BGLlGhaRHcHCQ&utm_medium=api&utm_source=9b195f40&v=BB265EFDD3F671C88E773D89E634E5A9A0CF453C,2025-03-26T02:10:21Z,data analyst,Northern Ireland,adzuna,2025-04-22 18:37:31,Senior,True,True
Business Analyst,HAYS Specialist Recruitment,"Belfast, Northern Ireland",54.5975804,-5.9277097,"We are working with a global financial institution to recruit a Business Analyst for their Optimisation and Enablement Team. In this role, you will leverage your skills in process re-engineering, change management, business and data analysis to drive strategic work efforts across Data & Regulatory Operations. As part of the Operations Division within the Chief Operating Office, you will partner with operations functions to define strategy, manage program execution, and develop innovative soluti…",127185.0,127185.0,https://www.adzuna.co.uk/jobs/land/ad/5120841470?se=XLqRgqAf8BG5VFZoZCZXLA&utm_medium=api&utm_source=9b195f40&v=4F2DE8914811E47FCE21B3A0D49A5E9F4845E551,2025-04-01T06:44:50Z,data analyst,Northern Ireland,adzuna,2025-04-22 18:37:31,Senior,True,True
Senior Data Scientist,La Fosse,"Cheshunt, Waltham Cross",51.702584,-0.036679,"Senior Data Scientist (Mid and/or Senior) Location: Camden, London (4 days in-office) Salary: £70,000 - £110,000  generous equity Cutting edge start-up. La Fosse have partnered with a well-funded SaaS company that is transforming workforce management through cutting-edge AI-driven forecasting and predictive models. The platform helps businesses optimise staffing based on predicted sales, leveraging data from multiple sources such as weather patterns, events, and historical trends. With strong i…",100000.0,100000.0,https://www.adzuna.co.uk/jobs/land/ad/5128566573?se=HJidg6Af8BG5VFZoZCZXLA&utm_medium=api&utm_source=9b195f40&v=96EBAC3CF6A5782C5948C9438B4D9E4A3213DF09,2025-04-04T05:38:44Z,data science,England,adzuna,2025-04-22 18:37:35,Senior,True,True
Senior Data Scientist,La Fosse,"Waltham Cross, Hertfordshire",51.691502,-0.034889,"Senior Data Scientist (Mid and/or Senior) Location: Camden, London (4 days in-office) Salary: £70,000 - £110,000  generous equity Cutting edge start-up. La Fosse have partnered with a well-funded SaaS company that is transforming workforce management through cutting-edge AI-driven forecasting and predictive models. The platform helps businesses optimise staffing based on predicted sales, leveraging data from multiple sources such as weather patterns, events, and historical trends. With strong i…",100000.0,100000.0,https://www.adzuna.co.uk/jobs/details/5127985958?utm_medium=api&utm_source=9b195f40,2025-04-03T22:30:25Z,data science,England,adzuna,2025-04-22 18:37:35,Senior,True,True
Full Stack Developer,RBU Sales UK Ltd t/a iRecruit UK,"Leavesden, Watford",51.672961,-0.398027,"Full Stack Developer Location: Either Astral House, Watford WD24 4WW or Albion House, Horsham RH12 2RW Working Hours: 40 hrs per week (Mon - Fri) 9am Start Time Pay Rate: £400 - £500 per day Vinci Construction is seeking an experienced Full Stack Engineer to support our AI and Data Science projects for an initial six-month contract Responsibilities:  Work closely with the Head of AI, AI product and project managers, and business/technology stakeholders, to gather requirements and translate thos…",104000.0,130000.0,https://www.adzuna.co.uk/jobs/details/5135526382?utm_medium=api&utm_source=9b195f40,2025-04-08T16:26:04Z,data science,England,adzuna,2025-04-22 18:37:35,Senior,True,True
Full Stack Developer,JobMatcha,"Leavesden, Watford",51.672961,-0.398027,"Full Stack Developer required ASAP JobMatcha Recruitment now operate on civil, rail and construction projects across the UK and pride ourselves on empowering the worker by using our award winning technology to match workers to jobs. We offer to upskill our workers and to maintain our workforce from project to project. Job Details JobMatcha are recruiting for a hard-working Full Stack Developer to support our AI and Data Science projects. In this role, you will play a crucial part in transformin…",104000.0,130000.0,https://www.adzuna.co.uk/jobs/land/ad/5133481067?se=HJidg6Af8BG5VFZoZCZXLA&utm_medium=api&utm_source=9b195f40&v=35AB07856C8B4BCA87A9D2F5C67BC7B2F73D93D7,2025-04-07T13:26:59Z,data science,England,adzuna,2025-04-22 18:37:35,Unknown,True,True
Head of Data & AI,Projecting Success,"Eastern England, UK",51.0643895,-0.3344732,"About the Company: At Projecting Success, we are redefining project delivery through advanced data analytics, AI and innovative solutions. Our mission is to empower organisations with innovative data analytics solutions, fostering efficiency, strategic insights and the successful delivery of projects through advanced training, cutting-edge data products, consultancy and community collaboration. The Project Data Analytics Coalition is at the core of what we do, working with major organisations s…",88329.57,88329.57,https://www.adzuna.co.uk/jobs/land/ad/5124373395?se=dgibhKAf8BGY75vt-7WCew&utm_medium=api&utm_source=9b195f40&v=DD592D0E5B89D72230734D598ACB5ADF35582878,2025-04-02T16:18:11Z,data science,England,adzuna,2025-04-22 18:37:35,Senior,True,False
Head of Hardware,Hexwired Recruitment Limited,"Pampisford, Cambridge",52.108734,0.18937,"Head of Hardware – £80k - £120K - Cambridge Hexwired have partnered with an exciting low latency electronics manufacturer in Cambridge who are looking for someone to head up their hardware team. They are looking for someone with 10 years of experience in FPGA, digital and low-latency system development to take a hands on role in leading their Hardware development. Key Responsibilities:  Provide technical leadership and strategic guidance to the hardware engineering team.  Lead the design and de…",80000.0,120000.0,https://www.adzuna.co.uk/jobs/details/5155700448?utm_medium=api&utm_source=9b195f40,2025-04-21T23:25:37Z,data science,England,adzuna,2025-04-22 18:37:35,Senior,False,True
Senior Clinical Information Scientist,SRG,"Pampisford, Cambridge",52.108734,0.18937,"Senior Clinical Information Scientist Location - Remote Duration - 6 months initially Rate - up to £465 per day (negotiable) - Outside IR35 At SRG we are partnered with a global pharmaceutical company who are searching for a Senior Clinical Information Scientist to join their experienced team. This is an exciting role within their prominent Oncology franchise where the ideal candidate will play a key supporting role in clinical design, submission and interpretation by identifying, benchmarking,…",91000.0,120900.0,https://www.adzuna.co.uk/jobs/land/ad/5114524568?se=dgibhKAf8BGY75vt-7WCew&utm_medium=api&utm_source=9b195f40&v=9257D62DA3322D67C3C938D82D7C0F852E3D5171,2025-03-27T19:55:28Z,data science,England,adzuna,2025-04-22 18:37:35,Senior,True,True
"AI Labs, Vice President",BlackRock,"Edinburgh, Scotland",55.943116,-3.327942,"Since our founding over 30 years ago, BlackRock has brought together great minds to drive innovation. From the beginning, we have been demonstrating technology for insight and efficiency to make our business better and to help clients realize the objectives they desire. At BlackRock, there is a rich problem space for data scientists and engineers across all areas of the business including investments, sales, marketing, operations, product, UX, etc. and the potential to have large scale impact. …",86036.5,86036.5,https://www.adzuna.co.uk/jobs/land/ad/5145661839?se=jOC1haAf8BG5VFZoZCZXLA&utm_medium=api&utm_source=9b195f40&v=32C5C68ACBCABB400B131E40FAB788395C2403DE,2025-04-15T13:30:48Z,data science,Scotland,adzuna,2025-04-22 18:37:38,Unknown,True,False
"Senior Software Engineer, AI & ML, Vice President",BlackRock,"Edinburgh, Scotland",55.943116,-3.327942,"Since our founding over 30 years ago, BlackRock has brought together great minds to drive innovation. From the beginning, we have been demonstrating technology for insight and efficiency to make our business better and to help clients realize the objectives they desire. At BlackRock, there is a rich problem space for data scientists and engineers across all areas of the business including investments, sales, marketing, operations, product, UX, etc. and the potential to have large scale impact. …",93160.98,93160.98,https://www.adzuna.co.uk/jobs/land/ad/5145662099?se=jOC1haAf8BG5VFZoZCZXLA&utm_medium=api&utm_source=9b195f40&v=FF39B2309CE0CE13D3780E678A640EA28CFF0BFE,2025-04-15T13:30:58Z,data science,Scotland,adzuna,2025-04-22 18:37:38,Senior,True,False
"Software Engineer, AI Labs, Vice President",BlackRock,"Edinburgh, Scotland",55.943116,-3.327942,"About this role AI Labs Overview: Since our founding over 30 years ago, BlackRock has brought together great minds to drive innovation. From the beginning, we have been demonstrating technology for insight and efficiency to make our business better and to help clients realize the objectives they desire. At BlackRock, there is a rich problem space for data scientists and engineers across all areas of the business including investments, sales, marketing, operations, product, UX, etc. and the pote…",93015.48,93015.48,https://www.adzuna.co.uk/jobs/details/5052006324?utm_medium=api&utm_source=9b195f40,2025-02-16T11:02:32Z,data science,Scotland,adzuna,2025-04-22 18:37:38,Unknown,True,False
"Senior Software Engineer, AI & ML, Vice President",BlackRock,"Edinburgh, Scotland",55.943116,-3.327942,"About this role Senior Software Engineer - Machine Learning A I Labs Overview:? Since our founding over 30 years ago, BlackRock has brought together great minds to drive innovation. From the beginning, we have been demonstrating technology for insight and efficiency to make our business better and to help clients realize the objectives they desire. At BlackRock, there is a rich problem space for data scientists and engineers across all areas of the business including investments, sales, marketi…",97176.98,97176.98,https://www.adzuna.co.uk/jobs/details/5085513792?utm_medium=api&utm_source=9b195f40,2025-03-10T18:28:01Z,data science,Scotland,adzuna,2025-04-22 18:37:38,Senior,True,False
AI Engineer,Cathcart Technology,"Glasgow, Scotland",55.86026,-4.25596,"AI Engineer - Glasgow AI Engineer urgently required by our client based in Glasgow, on a 6-month contract with a very high chance of extension. The Role: Their Glasgow development centre is home to circa 15 Engineers (and the team is constantly growing), working with cutting-edge technologies and continuing to push forward with new products and tech. They're building a new team of ML & AI Engineers. As a result, they're looking for an Engineer with AI & ML - who will be expected to add a lot of…",130000.0,169000.0,https://www.adzuna.co.uk/jobs/land/ad/5119913825?se=jOC1haAf8BG5VFZoZCZXLA&utm_medium=api&utm_source=9b195f40&v=005B0244F9719C666E27438C317C93268B42CB10,2025-03-31T16:55:04Z,data science,Scotland,adzuna,2025-04-22 18:37:38,Unknown,True,True
"Director, Platform Engineering",BlackRock,"Edinburgh, Scotland",55.943116,-3.327942,"BlackRock is a global leader in investment management, risk management, and advisory services for institutional and retail clients. We help clients achieve their goals and overcome challenges with a range of products, including separate accounts, mutual funds, iShares® (exchange-traded funds), and other pooled investment vehicles. We also offer risk management, advisory, and enterprise investment system services to a broad base of institutional investors through BlackRock Solutions®. Headquarte…",88511.88,88511.88,https://www.adzuna.co.uk/jobs/land/ad/5145662089?se=jOC1haAf8BG5VFZoZCZXLA&utm_medium=api&utm_source=9b195f40&v=EE41911CC81685F947833C4563C5DD9339AD117E,2025-04-15T13:30:57Z,data science,Scotland,adzuna,2025-04-22 18:37:38,Senior,True,False
Data Scientist,Keller Executive Search,"Cardiff, Cardiff County",51.4813,-3.1805,"Keller Executive Search is currently looking for a talented Data Scientist to join their dynamic team. In this role, you will harness the power of data to derive insights and support key business decisions across a range of strategic initiatives. You will be responsible for utilizing advanced statistical methods, machine learning algorithms, and data visualization techniques to tackle complex data challenges. Your work will involve working with large datasets, conducting analyses, and presentin…",108000.0,156000.0,https://www.adzuna.co.uk/jobs/details/5124562179?utm_medium=api&utm_source=9b195f40,2025-04-02T18:22:44Z,data science,Wales,adzuna,2025-04-22 18:37:41,Unknown,True,True
Data Scientist,Keller Executive Search,"Belfast, Northern Ireland",54.5975804,-5.9277097,"Keller Executive Search is currently looking for a talented Data Scientist to join their dynamic team. In this role, you will harness the power of data to derive insights and support key business decisions across a range of strategic initiatives. You will be responsible for utilizing advanced statistical methods, machine learning algorithms, and data visualization techniques to tackle complex data challenges. Your work will involve working with large datasets, conducting analyses, and presentin…",108000.0,156000.0,https://www.adzuna.co.uk/jobs/details/5124562186?utm_medium=api&utm_source=9b195f40,2025-04-02T18:22:44Z,data science,Northern Ireland,adzuna,2025-04-22 18:37:44,Unknown,True,True
"Senior Director, Data Science",Terex Corporation,"Ballymoney, Northern Ireland",55.070702,-6.51489,"Job Description: Title: Sr Director, Data Science Reports to: VP, IT Platforms and Applications Location: Northern Ireland (Will consider remote) Position Overview: The Senior Director, Data Science is responsible for leading the data science strategy and associated technology initiatives across the enterprise. This is a great opportunity to play a significant role in digital transformation at Terex by overseeing the architecture of data pipelines and platforms to ensure performance, scalabilit…",80299.3,80299.3,https://www.adzuna.co.uk/jobs/details/5129417540?utm_medium=api&utm_source=9b195f40,2025-04-04T16:47:50Z,data science,Northern Ireland,adzuna,2025-04-22 18:37:44,Senior,True,False
Senior Director - Global Power,NTT Global Data Centers EMEA UK ltd,"Pimlico, Hemel Hempstead",51.762818,-0.440025,"NTT Global Data Centers is excited to announce an opportunity for the position of Senior Director, Global Power . In this pivotal role, you will shape our power strategy and oversee global power initiatives across our data centers. We are seeking a creative problem solver with excellent communication skills and sound judgment, who can effectively manage a diverse team and has a deep understanding of global data center power trends. The ideal candidate will have over 15 years of experience in th…",83226.16,83226.16,https://www.adzuna.co.uk/jobs/land/ad/5141494300?se=EFV7i6Af8BGY75vt-7WCew&utm_medium=api&utm_source=9b195f40&v=49E4DCE7D121F8BA11A631C22ADADC1B82BE7187,2025-04-12T01:46:44Z,GIS,England,adzuna,2025-04-22 18:37:48,Senior,True,False
Global Head of SAP Platform,COMPUTACENTER  LIMITED,"Hatfield, Hertfordshire",51.7634675,-0.2258741,"Life on the team Computacenter is a leading global provider of IT infrastructure and services. We help clients optimize their technology investments, providing end-to-end solutions, including strategy, implementation, and support. As a market leader in IT services, Computacenter is dedicated to delivering outstanding value and cutting-edge solutions to our customers worldwide. We are looking for a new ""Global Head of Product Management - SAP"" to oversee the design, implementation, maintenance, …",128208.55,128208.55,https://www.adzuna.co.uk/jobs/details/5143996710?utm_medium=api&utm_source=9b195f40,2025-04-14T10:12:23Z,GIS,England,adzuna,2025-04-22 18:37:48,Senior,True,True
SAP Enterprise Asset Management (EAM) Solution Architect,Anglian Water,"Huntingdon, Cambridgeshire",52.3293,-0.185363,"Competitive salary, salary depending on skills and experience Permanent Full time, 37 hours Home working and Huntingdon Office (2 days in the office) Benefits: 26 days annual leave, double match pension (up to 6%), annual bonus, private healthcare Anglian Water offers a flexible approach, this role provides you the flexibility to work from home and from an Anglian Water office. Your base location will be in Lancaster House in Huntingdon, an Anglian Water site. Make every drop of your potential …",100000.0,110000.0,https://www.adzuna.co.uk/jobs/details/5144534765?utm_medium=api&utm_source=9b195f40,2025-04-14T18:59:50Z,GIS,England,adzuna,2025-04-22 18:37:48,Senior,True,True
Director of SAP Platform - Group IT,COMPUTACENTER  LIMITED,"Hatfield, Hertfordshire",51.762699,-0.224709,"Life on the team You will be responsible for around 90 SAP professionals globally ensuring that our internal IS functions are supported and transition into S4 Hana in the near future. Working within our Group IS Function, we are are looking for a new Global Head of SAP Operations to oversee the design, implementation, maintenance, and operation of our SAP platform, leading global Agile teams formed of business stakeholders and technical resources to manage and prioritise the strategic developme…",143020.7,143020.7,https://www.adzuna.co.uk/jobs/details/5105749953?utm_medium=api&utm_source=9b195f40,2025-03-22T05:11:58Z,GIS,England,adzuna,2025-04-22 18:37:48,Senior,True,True
Senior Protection & Control Engineer (Transmission),Carbon60,"Glasgow, Scotland",55.86026,-4.25596,"Role: Senior Protection & Control Engineer Sector: Transmission Location: Glasgow / Inverness - Hybrid - Site & Factory Visits as well as Infrequent Attendance in the Office Start Date: ASAP Duration: Until End of December  Possible Extensions Rates: Up to£850 Daily Rate D.O.E Inside IR35 via Umbrella Clearance: BPSS (DBS, Financial Probity, Employment History)  Medical Questionnaire & Proof of Right to Work in the UK Overview Operations are responsible for keeping the lights on; we are at the …",195000.0,221000.0,https://www.adzuna.co.uk/jobs/land/ad/5143097980?se=hDjWjaAf8BGLlGhaRHcHCQ&utm_medium=api&utm_source=9b195f40&v=0AD2215B9B32DDBDCBF9A218E105DB65AFDFEDA2,2025-04-13T09:50:00Z,GIS,Scotland,adzuna,2025-04-22 18:37:52,Senior,True,True
GE PowerOn Advantage Solution Consultant,Stack studio digital,"Edinburgh, Scotland",55.943116,-3.327942,"Job Title: GE PowerOn Advantage Solution Consultant Work Arrangement: 100% Office Work Location (UK&I): Edinburgh / Glasgow / Reading / Portsmouth Role Description: GE PowerOn Solution Consultant to support the delivery of the OMS solution and its integration to relevant systems. Must have UK Security Clearance, including ""SC Clearance"" Key Responsibilities: Power Utilities SCADA Architecture deployment experience PoA integrations System Testing of PoA functionalities Good experience in PowerOn…",130000.0,136500.0,https://www.adzuna.co.uk/jobs/details/5148234518?utm_medium=api&utm_source=9b195f40,2025-04-16T20:47:43Z,GIS,Scotland,adzuna,2025-04-22 18:37:52,Senior,True,True
Transport Planning Director,Jarvis King,"Edinburgh, Scotland",55.943116,-3.327942,"Transport Planning Director | Transport & Infrastructure  Edinburgh  Hybrid Company Overview: Join a well-established, 20 year business with a strong national brand and a reputation for excellence in Transport Planning & Infrastructure. The business is seeking a dynamic and entrepreneurial Transport Planning Director to lead and grow the Scottish business. This is a unique opportunity for someone who dreams of starting their own business but prefers the security and resources of an established …",85000.0,115000.0,https://www.adzuna.co.uk/jobs/land/ad/5037238747?se=hDjWjaAf8BGLlGhaRHcHCQ&utm_medium=api&utm_source=9b195f40&v=987EB6CA02B9E0F9863753AE9D1471724A298BA2,2025-02-04T18:48:55Z,GIS,Scotland,adzuna,2025-04-22 18:37:52,Senior,True,True
Transport Planning Director,Jarvis King Associates Ltd,"Edinburgh, Scotland",55.943116,-3.327942,"> Transport Planning Director | Transport & Infrastructure > Edinburgh > £85,000 - £115,000/annum Pension, C/A > Hybrid Company Overview: Join a well-established, 20 year business with a strong national brand and a reputation for excellence in Transport Planning & Infrastructure. The business is seeking a dynamic and entrepreneurial Transport Planning Director to lead and grow the Scottish business. This is a unique opportunity for someone who dreams of starting their own business but prefers t…",100000.0,100000.0,https://www.adzuna.co.uk/jobs/land/ad/5104873282?se=hDjWjaAf8BGLlGhaRHcHCQ&utm_medium=api&utm_source=9b195f40&v=6FC072A868C3C962C8F24546507825E6F2D56FCA,2025-03-21T15:42:45Z,GIS,Scotland,adzuna,2025-04-22 18:37:52,Senior,True,True
Civil Engineer - Onshore wind,Rullion Managed Services,"Edinburgh, Scotland",55.943116,-3.327942,"Location: REMOTE with occasional office visits in Edinburgh, Glasgow or Dublin and site visits when required (approx. 1x a week or less) Contract Type: 12 months contract, extension possible IR35 Status: Inside, Umbrella Day rate: up to £600/day DOE Hours of work: 37 hours per week, 5 days Role Overview Onshore Delivery Engineering within the Central Technical Organisation (CTO) is responsible for performing the engineering aspects of all Onshore Wind and Hydrogen projects throughout GB and Ire…",130000.0,156000.0,https://www.adzuna.co.uk/jobs/land/ad/5129206432?se=Xl3qjqAf8BGY75vt-7WCew&utm_medium=api&utm_source=9b195f40&v=880296ACFFB240A0E8D5DF0490392782BF9E8392,2025-04-04T13:07:24Z,GIS,Scotland,adzuna,2025-04-22 18:37:52,Unknown,True,True
